Id,Provider,User,Title
6-exOOGVNv0,youtube,BTLV Le média complémentaire,"Alimentation et bien être, enfants indigo, le Nil, Ovnis, ... sur btlv.fr"
6bgBD3QL_Uc,youtube,BTLV Le média complémentaire,Le mysterieux enlèvement de Carl Higdon avec Joslan F. Keller
6DW7Ky6kKes,youtube,BTLV - Bob Vous Dit Toute La Vérité,"Le sang, révélateur de notre inconscient - Dr Bernard Vial sur BTLV"
6dwrBfyL-oI,youtube,"BTLV, Numéro 1 sur le Mystère et l'Inexpliqué",TOUS DES MOUTONS ?
6RibpHyRBko,youtube,"BTLV, Numéro 1 sur le Mystère et l'Inexpliqué","ZONE 51, SYNCHRONICITÉ & PARANORMAL"
6XqPeeZ9mfw,youtube,Shamballah treize,« E=M6 Spécial » (1992) : OVNI en Belgique
7Cq0aHx25R0,youtube,"BTLV, Numéro 1 sur le Mystère et l'Inexpliqué","PHENOMENES PARANORMAUX, DES TEMOIGNAGES QUI DEFIENT LA RAISON"
7fgl2RWAkGU,youtube,Shamballah treize,"« The UFO Incident » (Version française, partie 9/10)"
7jh3KI5JrVA,youtube,Mr. Sam - Point d'interrogation,❓COMMENT RAISONNER QUELQU'UN: la street epistemology en animation.
7zeAnSRvPdA,youtube,Brut,Les théories du complot aux États-Unis
8DpfLoFKYyQ,youtube,La vérité est ailleurs,[OVNI] L'incroyable affaire de Plauen (Allemagne) - 1994
8koOIULiisQ,youtube,ÉNIGMES EN 7 SECONDES,15 ÉNIGMES BARJOS QUE SEULS LES ESPRITS HORS DU COMMUN POURRONT RÉSOUDRE !
8uB0v2cGZB0,youtube,"BTLV, Numéro 1 sur le Mystère et l'Inexpliqué","FANTÔMES, OVNIS, PRÉMONITIONS"
8wN4e8gSOUs,youtube,La vérité est ailleurs,★ Cette découverte de 12.000 ans change notre histoire ! - Anciennes Civilisations - Graham Hancock
8Yj3zw13QLI,youtube,secureteam10,Channel DELETED Over This Moon Video?
9dlHcTfH8zI,youtube,BTLV Le média complémentaire,"La libre antenne BTLV : Paranormal, Phénomènes inexpliqués, OVNIs"
9fMB7ip4UrU,youtube,BTLV - Bob Vous Dit Toute La Vérité,Psy en ligne - Sarah Frachon Volfin sur BTLV-Radio ( Et si on allait mieux)
9MygQOLCDlQ,youtube,NURÉA TV - Au coeur de l'inexpliqué,« Prédictions & Médiumnité : Parlons-en ! » avec Geneviève Delpech - NURÉA TV
9oPNFdBhZlg,youtube,BTLV Le média complémentaire,"LES AFFRANCHIS DE L'INFO #5 : Dracula, Templiers, ADN, Mort cérébrale, Amour ...)"
9PBoDHfRLu8,youtube,Bob Vous Dit Toute La Vérité,Le Hasard : Igor et Grichka BOGDANOV sur BTLV
9qeXOWgDYVc,youtube,BTLV - Bob Vous Dit Toute La Vérité,Incroyables témoignages d'abductés (enlèvements extraterrestres) sur BTLV
08ox0fAp-8I,youtube,Bob Vous Dit Toute La Vérité,L'EDITO DE LA SEMAINE (08 janvier 2015)
15fcsOHxEPk,youtube,BTLV - Bob Vous Dit Toute La Vérité,LRDP : ENFIN LA SUITE ( La Révélation des Pyramides - Patrice Pooyard & Jacques Grimault )
24rDoXlBxfY,youtube,odezenne,Odezenne - Danse des morts - Sans chantilly
25dTJFE6diU,youtube,"BTLV, Numéro 1 sur le Mystère et l'Inexpliqué","ZONE DU SILENCE, OVNIs & E.M.I"
26JFJZEeuZ0,youtube,Mr. Sam - Point d'interrogation,"❓LUI, UN COMPLOTISTE ? LE CAUCHEMAR ! • Le Petit Point d'? - 29 sept 19"
31cvYaXpp5U,youtube,Furious Jumper,ENFERMÉ DANS LA ZONE 51 ! | Roblox Area 51
39K1UZi7FmA,youtube,Bob Vous Dit Toute La Vérité,BTLV c'est ça !
40i3q6wRvfQ,youtube,shamballah13,« Comme un lundi ! » (1996) - (9/9 FIN)
42AV8wnUuM4,youtube,Scicos,Mercredi ou Samedi ? Colares — SCICOS
42E2ZqSAjnw,youtube,LeHuffPost,"Au Japon, une étrange sphère en métal s’échoue sur une plage et intrigue"
47hMJ9MhORs,youtube,GillusZG,DONJONS & DRAGONS - les ovni du cinéma 71 (jdr2)
62jRSHZ4ang,youtube,Bob Vous Dit Toute La Vérité,Pensez-vous que les politiques représentent vraiment leurs électeurs ? Micro trottoir BTLV-TV
68GIoJ0trW4,youtube,Les Zinzins de l'espace,Les Zinzins de l’espace 💸Dingo Bingo (S01E26)🤑Compilation en HD
68irI3FbQi4,youtube,"BTLV, Numéro 1 sur le Mystère et l'Inexpliqué",OVNIS & NUCLEAIRE UNE ETRANGE RELATION
69UnA2tsDbM,youtube,BTLV - Bob Vous Dit Toute La Vérité,Coach en Astrologie - Karine Winszman sur BTLV-Radio (Et si on allait mieux)
71bpR0BvGjY,youtube,NURÉA TV - Au coeur de l'inexpliqué,« Le mystère des Crop Circles » (entretien N°2) avec Umberto Molinaro - NURÉA TV
73ZnZpAB6M8,youtube,Brut,Roswell : un mystère qui dure depuis 70 ans
88ume--UKic,youtube,Shamballah treize,« Ciel  mon  mardi ! » : les  E.T.  et  les  contactés (4/4)
99O1TcVnTSY,youtube,secureteam10,WHAT Is This Line Across Half The Earth?
043FFT9JHTA,youtube,La vérité est ailleurs,★ Révélation : L'ancien Président Russe Medvedev confirme l'existence des Extraterrestres !
289sKeYT3GU,youtube,Shamballah treize,"« J'y crois, j'y crois pas » (1995) : les OVNI (12/14)"
531DO73ZDYo,youtube,Scicos,EISENHOWER REUNION AVEC DES ALIENS ? BASES SECRETE SUR MARS ? -SCICOS
105354nIc0K118726143,wat,ODH_Tv,Soirée de L'UFOlogie - Eté 2012 (2/2)
105444nIc0K118647699,wat,ODH_Tv,Soirée de l'UFOlogie de Belgique (2)
109025nIc0K117068399,wat,MikeCriss Blog,MikeCriss Blog - The Ringworm Children 2-4
110595nIc0K118846917,wat,ODH_Tv,ODH Tv la reprise
111215nIc0K117058071,wat,MikeCriss Blog,MikeCriss Blog - Il Gesù Dei Manoscritti Di Qumran 2-6
111403nIc0K118419851,wat,ODH_Tv,Cultur'OVNI 30.04.12
113432nIc0K119730125,wat,ODH_Tv,News Ufologie 02.03.13
113936nIc0K117069455,wat,MikeCriss Blog,MikeCriss Blog - Chi Ha Ucciso RFK 1-4
117615nIc0K118354309,wat,noriko,Un Ovni filmé au Chili
117899nIc0K117067475,wat,MikeCriss Blog,MikeCriss Blog - L' Archeologia Proibita 1-4
118817nIc0K112529131,wat,noriko,Un OVNI Tire et Détruit en Plein Vol un Missile Américain
120103nIc0K114744513,wat,ODH_Tv,JT Ovni 02.06.10
122901nIc0K115601673,wat,noriko,Un UFO au-dessus de Jerusalem
123277nIc0K118414537,wat,ODH_Tv,Spécial Crop Circles et UMMO (2)
126076nIc0K118382057,wat,ODH_Tv,Soirée de l'UFOlogie 13.04.12 (2/2)
127324nIc0K117069535,wat,MikeCriss Blog,MikeCriss Blog - Chi Ha Ucciso RFK 4-4
127613nIc0K117069335,wat,MikeCriss Blog,"MikeCriss Blog - Cancro, Le Cure Proibite 4-9"
127739nIc0K117057883,wat,MikeCriss Blog,MikeCriss Blog - Rudimenti di fisica quantistica - La Doppia Fessura
128782nIc0K115679711,wat,ODH_Tv,#1. Association R.A.C.E Ovni (2)
131450nIc0K119962051,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 3 La Cospirazione Dei Cerchi Nel Grano 3-9
131679nIc0K1110498347,wat,ODH_Tv,Matin Ovni 30.04.13
133861nIc0K118634009,wat,ODH_Tv,News Ufologie 04.07.12
133878nIc0K118620503,wat,ODH_Tv,Ovni Live 27.06.12 (2)
134330nIc0K116660793,wat,ODH_Tv,"#5. Opération Suricate, Compte-Rendu (2)"
134485nIc0K117058469,wat,MikeCriss Blog,MikeCriss Blog - David icke - Beyond The Cutting Edge Part 1 11-12 [SUB ITA]
135324nIc0K119961157,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 1 Gli Illuminati Alla Conquista Dello Spazio 5-8
135444nIc0K117264367,wat,ODH_Tv,Ovnis en France - Georges Metz et Gérard Degorges (2)
135662nIc0K118356303,wat,ODH_Tv,JT Ovni en France 03.04.12
136773nIc0K118908047,wat,ODH_Tv,Alerte Ovni en France 17.10.12
138696nIc0K117058287,wat,MikeCriss Blog,MikeCriss Blog - David icke - Beyond The Cutting Edge Part 1 2-12 [SUB ITA]
139064nIc0K119961645,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 2 Invasione Aliena 5-10
140153nIc0K118478483,wat,ODH_Tv,Soirées en direct fin Mai - Juin 2012 (Annonce
141013nIc0K117343985,wat,ODH_Tv,ODH Tv Novembre 2011 (Programme)
141051nIc0K117058485,wat,MikeCriss Blog,MikeCriss Blog - David icke - Beyond The Cutting Edge Part 1 12-12 [SUB ITA]
141977nIc0K114861201,wat,noriko,Boules de feu dans le ciel français
142726nIc0K117067797,wat,MikeCriss Blog,MikeCriss Blog - La Cospirazione Occulta Del Nazismo 1-8
142901nIc0K116024809,wat,ODH_Tv,Saison 5 #2. La Rade de Brest (2)
142974nIc0K116446905,wat,ODH_Tv,Soirée de L'Ufologie Juin 2011 (1)
143946nIc0K119960991,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 1 Gli Illuminati Alla Conquista Dello Spazio 2-8
144922nIc0K113256998,wat,ODH_Tv,Matin Ovni Gde Edition 20.11.09
145566nIc0K117058393,wat,MikeCriss Blog,MikeCriss Blog - David icke - Beyond The Cutting Edge Part 1 6-12 [SUB ITA]
145570nIc0K119961999,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 3 La Cospirazione Dei Cerchi Nel Grano 2-9
145624nIc0K118327501,wat,ODH_Tv,Alerte Ovni France 21.03.12
148358nIc0K116743037,wat,ODH_Tv,Web'UFO #1. UFOetSCIENCE (3)
149377nIc0K118519865,wat,ODH_Tv,Air Ovni 01.06.12
150249nIc0K117067779,wat,MikeCriss Blog,MikeCriss Blog - La Fine Dell' Universo 4-4
150359nIc0K118309183,wat,ODH_Tv,Alerte Ovni France 15.03.12
150805nIc0K119987547,wat,MikeCriss Blog,MikeCriss Blog - Crop Circles Portali Di Un'Altra Dimensione Parte 3 1-6
151005nIc0K117069085,wat,MikeCriss Blog,MikeCriss Blog - Le Macchine Magiche 4-4
151148nIc0K119961749,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 2 Invasione Aliena 7-10
153007nIc0K118691119,wat,ODH_Tv,Alerte Ovni France 01.08.12
154368nIc0K118696223,wat,ODH_Tv,8#2.16 Lueurs sur Arles
154624nIc0K118895911,wat,ODH_Tv,Matin Ovni 12.10.12
154723nIc0K116234585,wat,ODH_Tv,#20. R.R.4 (2)
155057nIc0K117058571,wat,MikeCriss Blog,MikeCriss Blog - David Icke - Beyond the Cutting Edge Part 2 1-16 [SUB ITA]
155583nIc0K119961039,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 1 Gli Illuminati Alla Conquista Dello Spazio 3-8
159479nIc0K117067487,wat,MikeCriss Blog,MikeCriss Blog - L' Archeologia Proibita 2-4
162468nIc0K117067255,wat,MikeCriss Blog,MikeCriss Blog - Alex Jones - L' Inganno Di Obama 9-12
164241nIc0K116723751,wat,ODH_Tv,Ovni dans l'Yonne (1)
164812nIc0K116115981,wat,ODH_Tv,Saison 5 #3. Lueurs sur le Verdon (1)
166195nIc0K117742665,wat,ODH_Tv,Repas Ufologiques Metz 12/11/11 (4)
167825nIc0K117742853,wat,ODH_Tv,Repas Ufologiques Metz 12/11/11 (5)
168539nIc0K119961095,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 1 Gli Illuminati Alla Conquista Dello Spazio 4-8
174411nIc0K117057991,wat,MikeCriss Blog,MikeCriss Blog - Il Gesù Dei Manoscritti Di Qumran 1-6
177705nIc0K116139367,wat,ODH_Tv,Saison 5 #4. Zone du Parmelan (1)
177781nIc0K117691085,wat,ODH_Tv,Cultur'OVNI 29.11.11
179227nIc0K113363311,wat,ODH_Tv,Ovnis dans le monde (6)
179302nIc0K112169215,wat,noriko,Crop circle : Pris en flag'
180248nIc0K116739047,wat,ODH_Tv,Web'UFO #1. UFOetSCIENCE (1)
180324nIc0K1110161835,wat,MikeCriss Blog,MikeCriss Blog - Dark Mission La Storia Segreta Della NASA 6-7
182119nIc0K118790843,wat,ODH_Tv,5#01. L'oeuf de Rampieux
182358nIc0K1110007001,wat,MikeCriss Blog,MikeCriss Blog - Crop Circles Portali Di Un'Altra Dimensione Parte 3 4-6
182695nIc0K117059243,wat,MikeCriss Blog,MikeCriss Blog - David Icke - Beyond the Cutting Edge Part 2 9-16 [SUB ITA]
182702nIc0K118407117,wat,ODH_Tv,News Ufologie 24.04.12
184451nIc0K113674105,wat,noriko,Un OVNI dans le Vaucluse
186214nIc0K118009043,wat,noriko,Les Ovnis ont-ils débarqué en bord de Loire ?
188126nIc0K117068465,wat,MikeCriss Blog,MikeCriss Blog - The Ringworm Children 3-4
190980nIc0K118463847,wat,ODH_Tv,News Ufologie 18.05.12
191185nIc0K117058385,wat,MikeCriss Blog,MikeCriss Blog - David icke - Beyond The Cutting Edge Part 1 5-12 [SUB ITA]
191533nIc0K116708017,wat,ODH_Tv,Alerte Ovni France 11.08.11
192130nIc0K117069433,wat,MikeCriss Blog,"MikeCriss Blog - Cancro, Le Cure Proibite 9-9"
192831nIc0K116031551,wat,noriko,Ovni aperçu en Californie
193731nIc0K117068991,wat,MikeCriss Blog,MikeCriss Blog - La Velocità Della Luce 3-3
194001nIc0K116080849,wat,noriko,On a retrouvé un extraterrestre dans la glace sibérienne
194238nIc0K118375393,wat,ODH_Tv,#7. L'équipe des ICDV (2)
197564nIc0K113369635,wat,ODH_Tv,Entrevista con El Centro de Informes Ovni
197579nIc0K117171575,wat,ODH_Tv,Hs Saison 4.1 Lueurs sur Turin (1)
200341nIc0K118647673,wat,ODH_Tv,Soirée de l'UFOlogie de Belgique (1)
202422nIc0K117067571,wat,MikeCriss Blog,MikeCriss Blog - La Fine Dell' Universo 1-4
202553nIc0K119985229,wat,MikeCriss Blog,MikeCriss Blog - Crop Circles Portali Di Un'Altra Dimensione Parte 1 6-6
204371nIc0K116049421,wat,ODH_Tv,EurOvni 10.04.11
207350nIc0K118625515,wat,ODH_Tv,Spécial Témoignage d'Ovni en Suisse (Juin 2012)
207774nIc0K117068283,wat,MikeCriss Blog,MikeCriss Blog - Gli Universi Paralleli 3-3
208947nIc0K117061683,wat,MikeCriss Blog,MikeCriss Blog - David Icke - Freedom Or Fascism Part 3 10-13
209130nIc0K119961965,wat,MikeCriss Blog,MikeCriss Blog - Secret Space 3 La Cospirazione Dei Cerchi Nel Grano 1-9
209826nIc0K117058417,wat,MikeCriss Blog,MikeCriss Blog - David icke - Beyond The Cutting Edge Part 1 8-12 [SUB ITA]
211361nIc0K117069645,wat,MikeCriss Blog,MikeCriss Blog - Il Nuovo Secolo Americano 4-7
213788nIc0K118463821,wat,ODH_Tv,Alerte Ovni France 18.05.12
217836nIc0K119014203,wat,ODH_Tv,News Ufologie 27.11.12
217966nIc0K117058325,wat,MikeCriss Blog,MikeCriss Blog - David icke - Beyond The Cutting Edge Part 1 4-12 [SUB ITA]
218670nIc0K117067939,wat,MikeCriss Blog,MikeCriss Blog - La Cospirazione Occulta Del Nazismo 3-8
223972nIc0K116133881,wat,ODH_Tv,#14. Boucliers Flamboyants
226844nIc0K116107749,wat,ODH_Tv,Soirée Spéciale Opération VisionLune (1)
227560nIc0K117059615,wat,MikeCriss Blog,MikeCriss Blog - David Icke - Beyond the Cutting Edge Part 2 14-16 [SUB ITA]
228035nIc0K118622917,wat,ODH_Tv,Matin Ovni 29.06.12
228455nIc0K117058623,wat,MikeCriss Blog,MikeCriss Blog - David Icke - Beyond the Cutting Edge Part 2 3-16 [SUB ITA]
233553nIc0K117061103,wat,MikeCriss Blog,MikeCriss Blog - David Icke - Freedom Or Fascism Part 3 4-13
234553nIc0K1110010267,wat,MikeCriss Blog,MikeCriss Blog - Il Giorno Prima Della Rivelazione 6-7
234607nIc0K116808797,wat,ODH_Tv,Alerte Ovni France 25.08.11
235645nIc0K113366853,wat,ODH_Tv,Soirée Spéciale 05.11.90 (3)
236111nIc0K116433063,wat,ODH_Tv,#3. Ribardière.M (1)
236875nIc0K117069731,wat,MikeCriss Blog,MikeCriss Blog - Presentazione 2011-02
237090nIc0K119775901,wat,ODH_Tv,Matin Ovni 06.03.13
237417nIc0K116624729,wat,ODH_Tv,Saison 5 #5. Via Aere (3)
238587nIc0K115998331,wat,ODH_Tv,Triangles Volants: Engins militaires ou OVNI?
239034nIc0K117691295,wat,ODH_Tv,Zeta-R News 29.11.11
240348nIc0K112558631,wat,noriko,V : Les visiteurs - Extrait du remake
244864nIc0K117062867,wat,MikeCriss Blog,MikeCriss Blog - Alex Jones - L' Inganno Di Obama 3-12
247000nIc0K116108779,wat,ODH_Tv,Soirée Spéciale Opération VisionLune (8)
247155nIc0K113366911,wat,ODH_Tv,Soirée Spéciale 05.11.90 (4)
251824nIc0K113083564,wat,noriko,Plan 9 from outer space - Trailer remake
255883nIc0K117062981,wat,MikeCriss Blog,MikeCriss Blog - Alex Jones - L' Inganno Di Obama 6-12
260108nIc0K1110161781,wat,MikeCriss Blog,MikeCriss Blog - Dark Mission La Storia Segreta Della NASA 4-7
260676nIc0K117060863,wat,MikeCriss Blog,MikeCriss Blog - David Icke - Freedom Or Fascism Part 3 1-13
264160nIc0K113089938,wat,noriko,OVNI filmé par l'armée chilienne
264378nIc0K111449201,wat,noriko,D'amour et d'eau fraîche
268894nIc0K1110409115,wat,ODH_Tv,News Ufologie 10.04.13
270975nIc0K118332265,wat,ODH_Tv,Alerte Ovni France 23.03.12
272193nIc0K117067133,wat,MikeCriss Blog,MikeCriss Blog - Alex Jones - L' Inganno Di Obama 7-12
272369nIc0K117058247,wat,MikeCriss Blog,MikeCriss Blog - La quarta dimensione
273088nIc0K111735870,wat,noriko,D'où viennent les bébés ?
277465nIc0K117264041,wat,ODH_Tv,Ovnis en France - Georges Metz et Gérard Degorges (1)
280332nIc0K116936277,wat,noriko,Pour l’amour des moutons
280552nIc0K117069695,wat,MikeCriss Blog,MikeCriss Blog - Il Nuovo Secolo Americano 6-7
284286nIc0K118416181,wat,ODH_Tv,ODH Rééditions 2012 - 2013 (Annonce)
287532nIc0K117068103,wat,MikeCriss Blog,MikeCriss Blog - La Cospirazione Occulta Del Nazismo 5-8
288251nIc0K117060755,wat,MikeCriss Blog,MikeCriss Blog - Enjoy Your Life
288583nIc0K118414457,wat,ODH_Tv,Spécial Crop Circles et UMMO (1)
290606nIc0K117067889,wat,MikeCriss Blog,MikeCriss Blog - La Cospirazione Occulta Del Nazismo 2-8
291637nIc0K115269057,wat,noriko,Observation d’un OVNI en direct dans le ciel de New York
292583nIc0K117062807,wat,MikeCriss Blog,MikeCriss Blog - Alex Jones - L' Inganno Di Obama 2-12
292986nIc0K118852973,wat,ODH_Tv,Alerte Ovni France 24.09.12
293712nIc0K118532619,wat,ODH_Tv,Alerte Ovni France 06.06.12
296482nIc0K116780793,wat,ODH_Tv,#2.1 Cas Particuliers 3
298842nIc0K118504329,wat,ODH_Tv,ODH Tv Eté 2012 (Programme)
299085nIc0K116649307,wat,ODH_Tv,O.E.I.L Saison 6 (Annonce)
299424nIc0K115998391,wat,ODH_Tv,News Ufologie 31.03.11
301826nIc0K1110006795,wat,MikeCriss Blog,MikeCriss Blog - Crop Circles Portali Di Un'Altra Dimensione Parte 3 3-6
302284nIc0K112114943,wat,noriko,Il y a toujours plus grand ou plus petit que soi
302387nIc0K117058795,wat,MikeCriss Blog,MikeCriss Blog - David Icke - Beyond the Cutting Edge Part 2 6-16 [SUB ITA]
302439nIc0K119985111,wat,MikeCriss Blog,MikeCriss Blog - Crop Circles Portali Di Un'Altra Dimensione Parte 1 1-6
303361nIc0K117057947,wat,MikeCriss Blog,MikeCriss Blog - Cos'è Il Signoraggio
304298nIc0K118801623,wat,ODH_Tv,5#04. RR3 à Nogaro
308013nIc0K117058273,wat,MikeCriss Blog,MikeCriss Blog - David icke - Beyond The Cutting Edge Part 1 1-12 [SUB ITA]
309324nIc0K116779481,wat,noriko,Un Ovni se fait escorter par 2 jets
